228	54027	119.4	43.9833	4844	4859	1953	1	2000	12	1140103	4831352
229	54041	123.0667	44.7833	1495	1505	1955	1	2000	12	1411300	4966964
230	54049	123.9667	44.25	1893	1901	1952	9	2000	12	1492114	4921402
231	54063	126	44.9667	1966	1979	1952	9	2000	12	1632943	5032076
232	54094	129.6	44.5667	2414	2425	1951	1	2000	12	1918541	5052850
233	54096	131.15	44.3833	4967	4977	1952	8	2000	12	2042052	5063882
234	54102	116.0667	43.95	9895	9908	1952	6	2000	12	877868.7	4793767
235	54115	118.0667	43.6	7990	8003	1952	5	2000	12	1040829	4774092
236	54134	121.2833	43.6	2410	2420	1952	5	2000	12	1294975	4811934
237	54135	122.2667	43.6	1785	1801	1951	1	2000	12	1372415	4825144
238	54142	123.5333	43.5	1149	1161	1953	1	2000	12	1474042	4832253
239	54157	124.3333	43.1833	1642	1654	1951	1	2000	12	1543766	4809470
240	54161	125.2167	43.9	2368	2385	1951	1	2000	12	1597071	4902349
241	54169	126.0167	43.3	2716	2703	1961	1	1995	12	1673499	4849593
242	54171	126.5167	43.7	2295	2324	1996	1	2000	12	1703033	4901999
243	54172	126.4667	43.95	1834	1844	1951	1	1995	12	1693117	4928550
244	54181	127.3333	43.7	2950	2945	1951	1	2000	12	1766593	4916268
245	54186	128.2	43.3667	5237	5258	1953	1	2000	12	1842590	4895566
246	54192	130.25	43.7	4666	4666	1957	12	1988	12	1992608	4971492
247	54195	129.7667	43.3333	2417	2424	1989	1	2000	12	1965439	4921969
248	54208	116.4667	42.1833	12454	12470	1952	6	2000	12	932348.3	4600074
249	54213	119.0333	42.95	6318	6330	1956	12	2000	12	1127618	4712280
250	54218	118.9667	42.2667	5711	5725	1951	1	2000	12	1133083	4635396
251	54226	120.7	42.3333	4005	4016	1956	12	2000	12	1271412	4663801
252	54236	122.5333	42.4167	794	842	1952	7	2000	12	1416762	4697879
253	54237	121.65	42.0333	1440	1449	1951	1	2000	12	1353282	4643022
254	54254	124.05	42.5333	982	990	1954	10	2000	12	1535368	4733331
255	54259	124.9167	42.1	2341	2353	1957	1	2000	12	1614023	4699231
256	54263	126.0333	42.9667	3367	3392	1996	1	2000	12	1682679	4813244
257	54266	125.6333	42.5333	3399	3413	1952	6	2000	12	1661206	4758821
258	54273	126.75	42.9833	2633	2639	1956	1	2000	12	1738705	4827417
259	54276	126.8167	42.35	5492	5503	1954	12	2000	12	1759484	4759045
260	54284	127.5667	42.1	7742	7754	1956	12	2000	12	1825287	4745135
261	54285	128.25	42.5333	5914	5916	1957	11	2000	12	1868236	4805335
262	54287	128.0833	42.0167	26230	26339	1958	10	2000	9	1868486	4745609
263	54292	129.4667	42.8833	1768	1782	1953	1	2000	12	1954460	4867006
264	54308	116.6333	41.2167	6597	6608	1956	1	2000	12	958567.9	4493467
265	54311	117.75	41.9333	8428	8440	1951	1	2000	12	1039754	4584871
266	54324	120.45	41.55	1692	1760	1952	5	2000	12	1265008	4573449
267	54326	119.7	41.3833	4217	4254	1952	7	2000	12	1206833	4545536
268	54333	122.8333	41.9833	307	319	1987	1	2000	12	1449463	4654178
269	54335	122.0833	41.6833	375	382	1956	1	2000	12	1394908	4610153
270	54337	121.1167	41.1333	659	702	1951	1	2000	12	1326719	4535760
271	54339	123	41.0833	773	715	1951	1	2000	12	1481157	4556836
272	54342	123.45	41.7333	428	452	1951	1	2000	12	1504223	4635653
273	54346	123.7833	41.3167	1852	1825	1955	5	2000	12	1539907	4594625
274	54351	124.0833	41.9167	1185	1204	1951	1	2000	12	1551282	4665695
275	54363	125.9	41.6833	4029	4043	1951	1	2000	12	1702366	4669696
276	54365	125.35	41.2667	2403	2420	1952	7	2000	12	1667763	4614406
277	54374	126.9167	41.8	3327	3328	1953	1	2000	12	1780982	4700378
278	54377	126.15	41.1	1777	1786	1954	1	2000	12	1736326	4609730
279	54386	128.1667	41.35	10167	10177	1956	12	2000	12	1892488	4674082
280	54401	114.8833	40.7833	7242	7258	1956	1	2000	12	819748.2	4429190
281	54405	115.5	40.4	5368	5416	1954	1	2000	12	875280.1	4391425
282	54416	116.8667	40.3833	716	741	1991	1	2000	12	988921.3	4402383
283	54423	117.9333	40.9667	3772	3740	1951	1	2000	12	1068773	4478758
284	54429	117.95	40.2	549	557	1956	1	2000	12	1081399	4393146
285	54436	118.95	40.4	2272	2285	1957	1	2000	12	1161213	4426812
286	54449	119.6	39.9333	21	33	1954	1	2000	12	1222659	4382467
287	54454	120.35	40.35	153	163	1956	1	2000	12	1277732	4438426
288	54455	120.7	40.5833	88	100	1951	1	2000	12	1302479	4468985
289	54471	122.2667	40.6667	33	43	1951	1	2000	12	1429572	4499825
290	54476	122.15	40.1667	204	379	1952	1	2000	12	1429707	4442552
291	54483	123.9	40.8833	2334	2349	1952	7	1991	6	1558608	4548441
292	54486	123.2833	40.2833	793	808	1952	12	2000	12	1520737	4472347
293	54493	124.7833	40.7167	2601	2615	1954	1	2000	12	1634227	4544203
294	54497	124.3333	40.05	151	139	1951	1	2000	12	1612093	4463044
295	54511	116.2833	39.9333	540	547	1951	1	2000	12	946280.3	4346235
296	54518	116.3833	39.1167	90	106	1957	1	2000	12	965183.4	4255553
297	54527	117.1667	39.1	33	52	1954	1	2000	12	1031516	4261557
298	54534	118.15	39.6667	278	286	1957	1	2000	12	1105957	4335645
299	54539	118.9	39.4167	105	120	1957	1	2000	12	1172574	4316273
300	54563	121.75	39.7333	293	293	1957	1	2000	12	1404900	4388611
301	54575	122.3667	39.4167	432	449	1956	1	1992	12	1462330	4362280
302	54579	122.5833	39.2667	355	337	1995	2	2000	12	1483364	4348809
303	54584	122.95	39.7167	348	359	1956	1	2000	12	1504825	4404350
304	54602	115.5167	38.85	172	189	1955	1	2000	12	895177.8	4217479
305	54606	115.7333	38.2333	189	200	1957	1	2000	12	921064.2	4150158
306	54616	116.8333	38.3333	96	108	1954	1	1995	12	1013689	4172107
307	54618	116.55	38.0833	132	146	1996	1	2000	12	992811.4	4141181
308	54623	117.7167	39	32	108	1954	1	2000	12	1079340	4256193
309	54624	117.35	38.3667	66	76	1960	1	2000	12	1057259	4181243
310	54646	118.4166667	38.45	303	303	2004	1	2007	12	1640639.42	3398586.48
311	54662	121.6333	38.9	915	973	1951	1	2000	12	1410903	4294140
312	54705	115.3833	37.3667	274	286	1958	1	2000	12	901367.9	4049535
313	54714	116.3167	37.4333	212	227	1951	1	1994	12	981203	4065869
314	54715	116.5667	37.3333	186	192	1995	1	2000	12	1004096	4057139
315	54725	117.5333	37.5	113	122	1951	1	2000	12	1085204	4086016
316	54736	118.85	37.2667	44	88	1954	1	2000	12	1202173	4075042
317	54744	118.5333333	37.6	85	85	2006	1	2007	12	-1207861.48	3417135.46
318	54751	120.7167	37.9333	397	430	1961	1	2000	12	1351048	4173573
319	54753	120.3167	37.6167	48	48	1957	1	2000	12	1322440	4132833
320	54764	121.25	37.5	326	339	1995	2	2000	12	1404470	4132624
321	54765	121.4	37.5333	467	478	1951	1	1991	12	1416698	4138469
322	54774	122.1333	37.4833	466	450	1959	1	2000	12	1480398	4143596
323	54776	122.6833	37.4	477	475	1952	1	2000	12	1529092	4142660
324	54808	115.5833	36.0333	427	470	1957	1	2000	12	934701.3	3901497
325	54823	116.9833	36.6833	516	578	1951	1	2000	12	1048935	3988482
326	54824	117.95	36.6333	950	984	1995	1	2000	12	1133826	3993501
327	54826	117.1	36.25	15337	15365	1954	1	2000	12	1065054	3941106
